municipio,antiga,nova,territorio,total,sede
Torres Vedras,TORRES VEDRAS (SÃO PEDRO E SANTIAGO),UNIÃO DAS FREGUESIAS DE TORRES VEDRAS (SÃO PEDRO E SANTIAGO E SANTA MARIA DO CASTELO E SÃO MIGUEL) E MATACÃES,Nenhuma,UNIÃO DAS FREGUESIAS DE TORRES VEDRAS (SÃO PEDRO E SANTIAGO E SANTA MARIA DO CASTELO E SÃO MIGUEL) E MATACÃES,TORRES VEDRAS (SÃO PEDRO E SANTIAGO)
Torres Vedras,,,Nenhuma,FREIRIA,FREIRIA
Torres Vedras,,,Nenhuma,PONTE DO ROL,PONTE DO ROL
Torres Vedras,,,Nenhuma,RAMALHAL,RAMALHAL
Torres Vedras,,,Nenhuma,SILVEIRA,SILVEIRA
Torres Vedras,,,Nenhuma,SÃO PEDRO DA CADEIRA,SÃO PEDRO DA CADEIRA
Torres Vedras,,,Nenhuma,TURCIFAL,TURCIFAL
Torres Vedras,,,Nenhuma,VENTOSA,VENTOSA
Trancoso,FRECHES,UNIÃO DAS FREGUESIAS DE FRECHES E TORRES,Nenhuma,UNIÃO DAS FREGUESIAS DE FRECHES E TORRES,FRECHES
Trancoso,TORRES,UNIÃO DAS FREGUESIAS DE FRECHES E TORRES,Nenhuma,UNIÃO DAS FREGUESIAS DE FRECHES E TORRES,FRECHES
Trancoso,SEBADELHE DA SERRA,"UNIÃO DAS FREGUESIAS DE TORRE DO TERRENHO, SEBADELHE DA SERRA E TERRENHO",Nenhuma,"UNIÃO DAS FREGUESIAS DE TORRE DO TERRENHO, SEBADELHE DA SERRA E TERRENHO",TORRE DO TERRENHO
Trancoso,TERRENHO,"UNIÃO DAS FREGUESIAS DE TORRE DO TERRENHO, SEBADELHE DA SERRA E TERRENHO",Nenhuma,"UNIÃO DAS FREGUESIAS DE TORRE DO TERRENHO, SEBADELHE DA SERRA E TERRENHO",TORRE DO TERRENHO
Trancoso,TORRE DO TERRENHO,"UNIÃO DAS FREGUESIAS DE TORRE DO TERRENHO, SEBADELHE DA SERRA E TERRENHO",Nenhuma,"UNIÃO DAS FREGUESIAS DE TORRE DO TERRENHO, SEBADELHE DA SERRA E TERRENHO",TORRE DO TERRENHO
Trancoso,SOUTO MAIOR,UNIÃO DAS FREGUESIAS DE TRANCOSO (SÃO PEDRO E SANTA MARIA) E SOUTO MAIOR,Nenhuma,UNIÃO DAS FREGUESIAS DE TRANCOSO (SÃO PEDRO E SANTA MARIA) E SOUTO MAIOR,TRANCOSO (SÃO PEDRO)
Trancoso,TRANCOSO (SANTA MARIA),UNIÃO DAS FREGUESIAS DE TRANCOSO (SÃO PEDRO E SANTA MARIA) E SOUTO MAIOR,Nenhuma,UNIÃO DAS FREGUESIAS DE TRANCOSO (SÃO PEDRO E SANTA MARIA) E SOUTO MAIOR,TRANCOSO (SÃO PEDRO)
Trancoso,TRANCOSO (SÃO PEDRO),UNIÃO DAS FREGUESIAS DE TRANCOSO (SÃO PEDRO E SANTA MARIA) E SOUTO MAIOR,Nenhuma,UNIÃO DAS FREGUESIAS DE TRANCOSO (SÃO PEDRO E SANTA MARIA) E SOUTO MAIOR,TRANCOSO (SÃO PEDRO)
Trancoso,VALE DO SEIXO,UNIÃO DAS FREGUESIAS DE VALE DO SEIXO E VILA GARCIA,Nenhuma,UNIÃO DAS FREGUESIAS DE VALE DO SEIXO E VILA GARCIA,VALE DO SEIXO
Trancoso,VILA GARCIA,UNIÃO DAS FREGUESIAS DE VALE DO SEIXO E VILA GARCIA,Nenhuma,UNIÃO DAS FREGUESIAS DE VALE DO SEIXO E VILA GARCIA,VALE DO SEIXO
Trancoso,FEITAL,UNIÃO DAS FREGUESIAS DE VILA FRANCA DAS NAVES E FEITAL,Nenhuma,UNIÃO DAS FREGUESIAS DE VILA FRANCA DAS NAVES E FEITAL,VILA FRANCA DAS NAVES
Trancoso,VILA FRANCA DAS NAVES,UNIÃO DAS FREGUESIAS DE VILA FRANCA DAS NAVES E FEITAL,Nenhuma,UNIÃO DAS FREGUESIAS DE VILA FRANCA DAS NAVES E FEITAL,VILA FRANCA DAS NAVES
Trancoso,CARNICÃES,UNIÃO DAS FREGUESIAS DE VILARES E CARNICÃES,Nenhuma,UNIÃO DAS FREGUESIAS DE VILARES E CARNICÃES,VILARES
Trancoso,VILARES,UNIÃO DAS FREGUESIAS DE VILARES E CARNICÃES,Nenhuma,UNIÃO DAS FREGUESIAS DE VILARES E CARNICÃES,VILARES
Trancoso,,,Nenhuma,ALDEIA NOVA,ALDEIA NOVA
Trancoso,,,Nenhuma,CASTANHEIRA,CASTANHEIRA
Trancoso,,,Nenhuma,COGULA,COGULA
Trancoso,,,Nenhuma,CÓTIMOS,CÓTIMOS
Trancoso,,,Nenhuma,FIÃES,FIÃES
Trancoso,,,Nenhuma,GRANJA,GRANJA
Trancoso,,,Nenhuma,GUILHEIRO,GUILHEIRO
Trancoso,,,Nenhuma,MOIMENTINHA,MOIMENTINHA
Trancoso,,,Nenhuma,MOREIRA DE REI,MOREIRA DE REI
Trancoso,,,Nenhuma,PALHAIS,PALHAIS
Trancoso,,,Nenhuma,PÓVOA DO CONCELHO,PÓVOA DO CONCELHO
Trancoso,,,Nenhuma,REBOLEIRO,REBOLEIRO
Trancoso,,,Nenhuma,RIO DE MEL,RIO DE MEL
Trancoso,,,Nenhuma,TAMANHOS,TAMANHOS
Trancoso,,,Nenhuma,VALDUJO,VALDUJO
Trofa,ALVARELHOS,UNIÃO DAS FREGUESIAS DE ALVARELHOS E GUIDÕES,Nenhuma,UNIÃO DAS FREGUESIAS DE ALVARELHOS E GUIDÕES,ALVARELHOS
Trofa,GUIDÕES,UNIÃO DAS FREGUESIAS DE ALVARELHOS E GUIDÕES,Nenhuma,UNIÃO DAS FREGUESIAS DE ALVARELHOS E GUIDÕES,ALVARELHOS
Trofa,BOUGADO (SANTIAGO),UNIÃO DAS FREGUESIAS DE BOUGADO (SÃO MARTINHO E SANTIAGO),Nenhuma,UNIÃO DAS FREGUESIAS DE BOUGADO (SÃO MARTINHO E SANTIAGO),BOUGADO (SÃO MARTINHO)
Trofa,BOUGADO (SÃO MARTINHO),UNIÃO DAS FREGUESIAS DE BOUGADO (SÃO MARTINHO E SANTIAGO),Nenhuma,UNIÃO DAS FREGUESIAS DE BOUGADO (SÃO MARTINHO E SANTIAGO),BOUGADO (SÃO MARTINHO)
Trofa,CORONADO (SÃO MAMEDE),UNIÃO DAS FREGUESIAS DE CORONADO (SÃO ROMÃO E SÃO MAMEDE),Nenhuma,UNIÃO DAS FREGUESIAS DE CORONADO (SÃO ROMÃO E SÃO MAMEDE),CORONADO (SÃO ROMÃO)
Trofa,CORONADO (SÃO ROMÃO),UNIÃO DAS FREGUESIAS DE CORONADO (SÃO ROMÃO E SÃO MAMEDE),Nenhuma,UNIÃO DAS FREGUESIAS DE CORONADO (SÃO ROMÃO E SÃO MAMEDE),CORONADO (SÃO ROMÃO)
Trofa,,,Nenhuma,COVELAS,COVELAS
Trofa,,,Nenhuma,MURO,MURO
Tábua,COVAS,UNIÃO DAS FREGUESIAS DE COVAS E VILA NOVA DE OLIVEIRINHA,Nenhuma,UNIÃO DAS FREGUESIAS DE COVAS E VILA NOVA DE OLIVEIRINHA,COVAS
Tábua,VILA NOVA DE OLIVEIRINHA,UNIÃO DAS FREGUESIAS DE COVAS E VILA NOVA DE OLIVEIRINHA,Nenhuma,UNIÃO DAS FREGUESIAS DE COVAS E VILA NOVA DE OLIVEIRINHA,COVAS
Tábua,ESPARIZ,UNIÃO DAS FREGUESIAS DE ESPARIZ E SINDE,Nenhuma,UNIÃO DAS FREGUESIAS DE ESPARIZ E SINDE,ESPARIZ
Tábua,SINDE,UNIÃO DAS FREGUESIAS DE ESPARIZ E SINDE,Nenhuma,UNIÃO DAS FREGUESIAS DE ESPARIZ E SINDE,ESPARIZ
Tábua,MEDA DE MOUROS,UNIÃO DAS FREGUESIAS DE PINHEIRO DE COJA E MEDA DE MOUROS,Nenhuma,UNIÃO DAS FREGUESIAS DE PINHEIRO DE COJA E MEDA DE MOUROS,MEDA DE MOUROS
Tábua,PINHEIRO DE COJA,UNIÃO DAS FREGUESIAS DE PINHEIRO DE COJA E MEDA DE MOUROS,Nenhuma,UNIÃO DAS FREGUESIAS DE PINHEIRO DE COJA E MEDA DE MOUROS,MEDA DE MOUROS
Tábua,COVELO,UNIÃO DAS FREGUESIAS DE ÁZERE E COVELO,Nenhuma,UNIÃO DAS FREGUESIAS DE ÁZERE E COVELO,ÁZERE
Tábua,ÁZERE,UNIÃO DAS FREGUESIAS DE ÁZERE E COVELO,Nenhuma,UNIÃO DAS FREGUESIAS DE ÁZERE E COVELO,ÁZERE
Tábua,,,Nenhuma,CANDOSA,CANDOSA
Tábua,,,Nenhuma,CARAPINHA,CARAPINHA
Tábua,,,Nenhuma,MIDÕES,MIDÕES
Tábua,,,Nenhuma,MOURONHO,MOURONHO
Tábua,,,Nenhuma,PÓVOA DE MIDÕES,PÓVOA DE MIDÕES
Tábua,,,Nenhuma,SÃO JOÃO DA BOA VISTA,SÃO JOÃO DA BOA VISTA
Tábua,,,Nenhuma,TÁBUA,TÁBUA
Vagos,COVÃO DO LOBO,UNIÃO DAS FREGUESIAS DE FONTE DE ANGEÃO E COVÃO DO LOBO,Nenhuma,UNIÃO DAS FREGUESIAS DE FONTE DE ANGEÃO E COVÃO DO LOBO,FONTE DE ANGEÃO
Vagos,FONTE DE ANGEÃO,UNIÃO DAS FREGUESIAS DE FONTE DE ANGEÃO E COVÃO DO LOBO,Nenhuma,UNIÃO DAS FREGUESIAS DE FONTE DE ANGEÃO E COVÃO DO LOBO,FONTE DE ANGEÃO
Vagos,PONTE DE VAGOS,UNIÃO DAS FREGUESIAS DE PONTE DE VAGOS E SANTA CATARINA,Nenhuma,UNIÃO DAS FREGUESIAS DE PONTE DE VAGOS E SANTA CATARINA,PONTE DE VAGOS
Vagos,SANTA CATARINA,UNIÃO DAS FREGUESIAS DE PONTE DE VAGOS E SANTA CATARINA,Nenhuma,UNIÃO DAS FREGUESIAS DE PONTE DE VAGOS E SANTA CATARINA,PONTE DE VAGOS
Vagos,SANTO ANTÓNIO DE VAGOS,UNIÃO DAS FREGUESIAS DE VAGOS E SANTO ANTÓNIO,Nenhuma,UNIÃO DAS FREGUESIAS DE VAGOS E SANTO ANTÓNIO,VAGOS
Vagos,VAGOS,UNIÃO DAS FREGUESIAS DE VAGOS E SANTO ANTÓNIO,Nenhuma,UNIÃO DAS FREGUESIAS DE VAGOS E SANTO ANTÓNIO,VAGOS
Vagos,,,Nenhuma,CALVÃO,CALVÃO
Vagos,,,Nenhuma,GAFANHA DA BOA HORA,GAFANHA DA BOA HORA
Vagos,,,Nenhuma,OUCA,OUCA
Vagos,,,Nenhuma,SANTO ANDRÉ DE VAGOS,SANTO ANDRÉ DE VAGOS
Vagos,,,Nenhuma,SOSA,SOSA
Vale de Cambra,,,,ARÕES,ARÕES
Vale de Cambra,,,,CEPELOS,CEPELOS
Vale de Cambra,,,,JUNQUEIRA,JUNQUEIRA
Vale de Cambra,,,,MACIEIRA DE CAMBRA,MACIEIRA DE CAMBRA
Vale de Cambra,,,,ROGE,ROGE
Vale de Cambra,,,,SÃO PEDRO DE CASTELÕES,SÃO PEDRO DE CASTELÕES
Vale de Cambra,,,"UNIÃO DAS FREGUESIAS DE VILA CHÃ, CODAL E VILA COVA DE PERRINHO","UNIÃO DAS FREGUESIAS DE VILA CHÃ, CODAL E VILA COVA DE PERRINHO",VILA CHÃ
Valença,GANDRA,UNIÃO DAS FREGUESIAS DE GANDRA E TAIÃO,Nenhuma,UNIÃO DAS FREGUESIAS DE GANDRA E TAIÃO,GANDRA
Valença,TAIÃO,UNIÃO DAS FREGUESIAS DE GANDRA E TAIÃO,Nenhuma,UNIÃO DAS FREGUESIAS DE GANDRA E TAIÃO,GANDRA
Valença,GONDOMIL,UNIÃO DAS FREGUESIAS DE GONDOMIL E SANFINS,Nenhuma,UNIÃO DAS FREGUESIAS DE GONDOMIL E SANFINS,GONDOMIL
Valença,SANFINS,UNIÃO DAS FREGUESIAS DE GONDOMIL E SANFINS,Nenhuma,UNIÃO DAS FREGUESIAS DE GONDOMIL E SANFINS,GONDOMIL
Valença,SILVA,UNIÃO DAS FREGUESIAS DE SÃO JULIÃO E SILVA,Nenhuma,UNIÃO DAS FREGUESIAS DE SÃO JULIÃO E SILVA,SÃO JULIÃO
Valença,SÃO JULIÃO,UNIÃO DAS FREGUESIAS DE SÃO JULIÃO E SILVA,Nenhuma,UNIÃO DAS FREGUESIAS DE SÃO JULIÃO E SILVA,SÃO JULIÃO
Valença,ARÃO,"UNIÃO DAS FREGUESIAS DE VALENÇA, CRISTELO COVO E ARÃO",Nenhuma,"UNIÃO DAS FREGUESIAS DE VALENÇA, CRISTELO COVO E ARÃO",VALENÇA
Valença,CRISTELO COVO,"UNIÃO DAS FREGUESIAS DE VALENÇA, CRISTELO COVO E ARÃO",Nenhuma,"UNIÃO DAS FREGUESIAS DE VALENÇA, CRISTELO COVO E ARÃO",VALENÇA
Valença,VALENÇA,"UNIÃO DAS FREGUESIAS DE VALENÇA, CRISTELO COVO E ARÃO",Nenhuma,"UNIÃO DAS FREGUESIAS DE VALENÇA, CRISTELO COVO E ARÃO",VALENÇA
Valença,,,Nenhuma,BOIVÃO,BOIVÃO
Valença,,,Nenhuma,CERDAL,CERDAL
Valença,,,Nenhuma,FONTOURA,FONTOURA
Valença,,,Nenhuma,FRIESTAS,FRIESTAS
Valença,,,Nenhuma,GANFEI,GANFEI
Valença,,,Nenhuma,SÃO PEDRO DA TORRE,SÃO PEDRO DA TORRE
Valença,,,Nenhuma,VERDOEJO,VERDOEJO
Valongo,CAMPO,UNIÃO DAS FREGUESIAS DE CAMPO E SOBRADO,Nenhuma,UNIÃO DAS FREGUESIAS DE CAMPO E SOBRADO,CAMPO
Valongo,SOBRADO,UNIÃO DAS FREGUESIAS DE CAMPO E SOBRADO,Nenhuma,UNIÃO DAS FREGUESIAS DE CAMPO E SOBRADO,CAMPO
Valongo,,,Nenhuma,ALFENA,ALFENA
Valongo,,,Nenhuma,ERMESINDE,ERMESINDE
Valongo,,,Nenhuma,VALONGO,VALONGO
Valpaços,CARRAZEDO DE MONTENEGRO,CARRAZEDO DE MONTENEGRO E CURROS,Nenhuma,CARRAZEDO DE MONTENEGRO E CURROS,CARRAZEDO DE MONTENEGRO
Valpaços,CURROS,CARRAZEDO DE MONTENEGRO E CURROS,Nenhuma,CARRAZEDO DE MONTENEGRO E CURROS,CARRAZEDO DE MONTENEGRO
Valpaços,FIÃES,"LEBUÇÃO, FIÃES E NOZELOS",Nenhuma,"LEBUÇÃO, FIÃES E NOZELOS",LEBUÇÃO
Valpaços,LEBUÇÃO,"LEBUÇÃO, FIÃES E NOZELOS",Nenhuma,"LEBUÇÃO, FIÃES E NOZELOS",LEBUÇÃO
Valpaços,NOZELOS,"LEBUÇÃO, FIÃES E NOZELOS",Nenhuma,"LEBUÇÃO, FIÃES E NOZELOS",LEBUÇÃO
Valpaços,BARREIROS,SONIM E BARREIROS,Nenhuma,SONIM E BARREIROS,SONIM
Valpaços,SONIM,SONIM E BARREIROS,Nenhuma,SONIM E BARREIROS,SONIM
Valpaços,ALVARELHOS,TINHELA E ALVARELHOS,Nenhuma,TINHELA E ALVARELHOS,TINHELA
Valpaços,TINHELA,TINHELA E ALVARELHOS,Nenhuma,TINHELA E ALVARELHOS,TINHELA
Valpaços,SANFINS,VALPAÇOS E SANFINS,Nenhuma,VALPAÇOS E SANFINS,VALPAÇOS
Valpaços,VALPAÇOS,VALPAÇOS E SANFINS,Nenhuma,VALPAÇOS E SANFINS,VALPAÇOS
Valpaços,,,Nenhuma,ALGERIZ,ALGERIZ
Valpaços,,,Nenhuma,BOUÇOÃES,BOUÇOÃES
Valpaços,,,Nenhuma,CANAVESES,CANAVESES
Valpaços,,,Nenhuma,ERVÕES,ERVÕES
Valpaços,,,Nenhuma,FORNOS DO PINHAL,FORNOS DO PINHAL
Valpaços,,,Nenhuma,FRIÕES,FRIÕES
Valpaços,,,Nenhuma,PADRELA E TAZEM,PADRELA E TAZEM
Valpaços,,,Nenhuma,POSSACOS,POSSACOS
Valpaços,,,Nenhuma,RIO TORTO,RIO TORTO
Valpaços,,,Nenhuma,SANTA MARIA DE EMERES,SANTA MARIA DE EMERES
Valpaços,,,Nenhuma,SANTA VALHA,SANTA VALHA
Valpaços,,,Nenhuma,SANTIAGO DA RIBEIRA DE ALHARIZ,SANTIAGO DA RIBEIRA DE ALHARIZ
Valpaços,,,Nenhuma,SERAPICOS,SERAPICOS
Valpaços,,,Nenhuma,SÃO JOÃO DA CORVEIRA,SÃO JOÃO DA CORVEIRA
Valpaços,,,Nenhuma,SÃO PEDRO DE VEIGA DE LILA,SÃO PEDRO DE VEIGA DE LILA
Valpaços,,,Nenhuma,VALES,VALES
Valpaços,,,Nenhuma,VASSAL,VASSAL
Valpaços,,,Nenhuma,VEIGA DE LILA,VEIGA DE LILA
Valpaços,,,Nenhuma,VILARANDELO,VILARANDELO
Valpaços,,,Nenhuma,ÁGUA REVÉS E CRASTO,ÁGUA REVÉS E CRASTO
Vendas Novas,,,Nenhuma,LANDEIRA,LANDEIRA
Vendas Novas,,,Nenhuma,VENDAS NOVAS,VENDAS NOVAS
Viana do Alentejo,,,Nenhuma,AGUIAR,AGUIAR
Viana do Alentejo,,,Nenhuma,ALCÁÇOVAS,ALCÁÇOVAS
Viana do Alentejo,,,Nenhuma,VIANA DO ALENTEJO,VIANA DO ALENTEJO
Viana do Castelo,BARROSELAS,UNIÃO DAS FREGUESIAS DE BARROSELAS E CARVOEIRO,Nenhuma,UNIÃO DAS FREGUESIAS DE BARROSELAS E CARVOEIRO,BARROSELAS
Viana do Castelo,CARVOEIRO,UNIÃO DAS FREGUESIAS DE BARROSELAS E CARVOEIRO,Nenhuma,UNIÃO DAS FREGUESIAS DE BARROSELAS E CARVOEIRO,BARROSELAS
Viana do Castelo,CARDIELOS,UNIÃO DAS FREGUESIAS DE CARDIELOS E SERRELEIS,Nenhuma,UNIÃO DAS FREGUESIAS DE CARDIELOS E SERRELEIS,CARDIELOS
Viana do Castelo,SERRELEIS,UNIÃO DAS FREGUESIAS DE CARDIELOS E SERRELEIS,Nenhuma,UNIÃO DAS FREGUESIAS DE CARDIELOS E SERRELEIS,CARDIELOS
Viana do Castelo,DEÃO,"UNIÃO DAS FREGUESIAS DE GERAZ DO LIMA (SANTA MARIA, SANTA LEOCÁDIA E MOREIRA) E DEÃO",Nenhuma,"UNIÃO DAS FREGUESIAS DE GERAZ DO LIMA (SANTA MARIA, SANTA LEOCÁDIA E MOREIRA) E DEÃO",GERAZ DO LIMA (SANTA MARIA)
Viana do Castelo,GERAZ DO LIMA (SANTA LEOCÁDIA),"UNIÃO DAS FREGUESIAS DE GERAZ DO LIMA (SANTA MARIA, SANTA LEOCÁDIA E MOREIRA) E DEÃO",Nenhuma,"UNIÃO DAS FREGUESIAS DE GERAZ DO LIMA (SANTA MARIA, SANTA LEOCÁDIA E MOREIRA) E DEÃO",GERAZ DO LIMA (SANTA MARIA)
Viana do Castelo,GERAZ DO LIMA (SANTA MARIA),"UNIÃO DAS FREGUESIAS DE GERAZ DO LIMA (SANTA MARIA, SANTA LEOCÁDIA E MOREIRA) E DEÃO",Nenhuma,"UNIÃO DAS FREGUESIAS DE GERAZ DO LIMA (SANTA MARIA, SANTA LEOCÁDIA E MOREIRA) E DEÃO",GERAZ DO LIMA (SANTA MARIA)
Viana do Castelo,MOREIRA DE GERAZ DO LIMA,"UNIÃO DAS FREGUESIAS DE GERAZ DO LIMA (SANTA MARIA, SANTA LEOCÁDIA E MOREIRA) E DEÃO",Nenhuma,"UNIÃO DAS FREGUESIAS DE GERAZ DO LIMA (SANTA MARIA, SANTA LEOCÁDIA E MOREIRA) E DEÃO",GERAZ DO LIMA (SANTA MARIA)
Viana do Castelo,MAZAREFES,UNIÃO DAS FREGUESIAS DE MAZAREFES E VILA FRIA,Nenhuma,UNIÃO DAS FREGUESIAS DE MAZAREFES E VILA FRIA,MAZAREFES
Viana do Castelo,VILA FRIA,UNIÃO DAS FREGUESIAS DE MAZAREFES E VILA FRIA,Nenhuma,UNIÃO DAS FREGUESIAS DE MAZAREFES E VILA FRIA,MAZAREFES
Viana do Castelo,MEIXEDO,"UNIÃO DAS FREGUESIAS DE NOGUEIRA, MEIXEDO E VILAR DE MURTEDA",Nenhuma,"UNIÃO DAS FREGUESIAS DE NOGUEIRA, MEIXEDO E VILAR DE MURTEDA",NOGUEIRA
Viana do Castelo,NOGUEIRA,"UNIÃO DAS FREGUESIAS DE NOGUEIRA, MEIXEDO E VILAR DE MURTEDA",Nenhuma,"UNIÃO DAS FREGUESIAS DE NOGUEIRA, MEIXEDO E VILAR DE MURTEDA",NOGUEIRA
Viana do Castelo,VILAR DE MURTEDA,"UNIÃO DAS FREGUESIAS DE NOGUEIRA, MEIXEDO E VILAR DE MURTEDA",Nenhuma,"UNIÃO DAS FREGUESIAS DE NOGUEIRA, MEIXEDO E VILAR DE MURTEDA",NOGUEIRA
Viana do Castelo,DEOCRISTE,"UNIÃO DAS FREGUESIAS DE SUBPORTELA, DEOCRISTE E PORTELA SUSÃ",Nenhuma,"UNIÃO DAS FREGUESIAS DE SUBPORTELA, DEOCRISTE E PORTELA SUSÃ",SUBPORTELA
Viana do Castelo,PORTELA SUSÃ,"UNIÃO DAS FREGUESIAS DE SUBPORTELA, DEOCRISTE E PORTELA SUSÃ",Nenhuma,"UNIÃO DAS FREGUESIAS DE SUBPORTELA, DEOCRISTE E PORTELA SUSÃ",SUBPORTELA
Viana do Castelo,SUBPORTELA,"UNIÃO DAS FREGUESIAS DE SUBPORTELA, DEOCRISTE E PORTELA SUSÃ",Nenhuma,"UNIÃO DAS FREGUESIAS DE SUBPORTELA, DEOCRISTE E PORTELA SUSÃ",SUBPORTELA
Viana do Castelo,TORRE,UNIÃO DAS FREGUESIAS DE TORRE E VILA MOU,Nenhuma,UNIÃO DAS FREGUESIAS DE TORRE E VILA MOU,TORRE
Viana do Castelo,VILA MOU,UNIÃO DAS FREGUESIAS DE TORRE E VILA MOU,Nenhuma,UNIÃO DAS FREGUESIAS DE TORRE E VILA MOU,TORRE
Viana do Castelo,MEADELA,UNIÃO DAS FREGUESIAS DE VIANA DO CASTELO (SANTA MARIA MAIOR E MONSERRATE) E MEADELA,Nenhuma,UNIÃO DAS FREGUESIAS DE VIANA DO CASTELO (SANTA MARIA MAIOR E MONSERRATE) E MEADELA,VIANA DO CASTELO (SANTA MARIA MAIOR)
Viana do Castelo,VIANA DO CASTELO (MONSERRATE),UNIÃO DAS FREGUESIAS DE VIANA DO CASTELO (SANTA MARIA MAIOR E MONSERRATE) E MEADELA,Nenhuma,UNIÃO DAS FREGUESIAS DE VIANA DO CASTELO (SANTA MARIA MAIOR E MONSERRATE) E MEADELA,VIANA DO CASTELO (SANTA MARIA MAIOR)
Viana do Castelo,VIANA DO CASTELO (SANTA MARIA MAIOR),UNIÃO DAS FREGUESIAS DE VIANA DO CASTELO (SANTA MARIA MAIOR E MONSERRATE) E MEADELA,Nenhuma,UNIÃO DAS FREGUESIAS DE VIANA DO CASTELO (SANTA MARIA MAIOR E MONSERRATE) E MEADELA,VIANA DO CASTELO (SANTA MARIA MAIOR)
Viana do Castelo,,,Nenhuma,AFIFE,AFIFE
Viana do Castelo,,,Nenhuma,ALVARÃES,ALVARÃES
Viana do Castelo,,,Nenhuma,AMONDE,AMONDE
Viana do Castelo,,,Nenhuma,ANHA,ANHA
Viana do Castelo,,,Nenhuma,AREOSA,AREOSA
Viana do Castelo,,,Nenhuma,CARREÇO,CARREÇO
Viana do Castelo,,,Nenhuma,CASTELO DO NEIVA,CASTELO DO NEIVA
Viana do Castelo,,,Nenhuma,CHAFÉ,CHAFÉ
Viana do Castelo,,,Nenhuma,DARQUE,DARQUE
Viana do Castelo,,,Nenhuma,FREIXIEIRO DE SOUTELO,FREIXIEIRO DE SOUTELO
Viana do Castelo,,,Nenhuma,LANHESES,LANHESES
Viana do Castelo,,,Nenhuma,MONTARIA,MONTARIA
Viana do Castelo,,,Nenhuma,MUJÃES,MUJÃES
Viana do Castelo,,,Nenhuma,OUTEIRO,OUTEIRO
Viana do Castelo,,,Nenhuma,PERRE,PERRE
Viana do Castelo,,,Nenhuma,SANTA MARTA DE PORTUZELO,SANTA MARTA DE PORTUZELO
Viana do Castelo,,,Nenhuma,SÃO ROMÃO DE NEIVA,SÃO ROMÃO DE NEIVA
Viana do Castelo,,,Nenhuma,VILA DE PUNHE,VILA DE PUNHE
Viana do Castelo,,,Nenhuma,VILA FRANCA,VILA FRANCA
Vidigueira,,,Nenhuma,PEDRÓGÃO,PEDRÓGÃO
Vidigueira,,,Nenhuma,SELMES,SELMES
Vidigueira,,,Nenhuma,VIDIGUEIRA,VIDIGUEIRA
Vidigueira,,,Nenhuma,VILA DE FRADES,VILA DE FRADES
Vieira do Minho,ANISSÓ,UNIÃO DAS FREGUESIAS DE ANISSÓ E SOUTELO,Nenhuma,UNIÃO DAS FREGUESIAS DE ANISSÓ E SOUTELO,ANISSÓ
Vieira do Minho,SOUTELO,UNIÃO DAS FREGUESIAS DE ANISSÓ E SOUTELO,Nenhuma,UNIÃO DAS FREGUESIAS DE ANISSÓ E SOUTELO,ANISSÓ
Vieira do Minho,ANJOS,UNIÃO DAS FREGUESIAS DE ANJOS E VILAR DO CHÃO,Nenhuma,UNIÃO DAS FREGUESIAS DE ANJOS E VILAR DO CHÃO,ANJOS
Vieira do Minho,VILAR DO CHÃO,UNIÃO DAS FREGUESIAS DE ANJOS E VILAR DO CHÃO,Nenhuma,UNIÃO DAS FREGUESIAS DE ANJOS E VILAR DO CHÃO,ANJOS
Vieira do Minho,CANIÇADA,UNIÃO DAS FREGUESIAS DE CANIÇADA E SOENGAS,Nenhuma,UNIÃO DAS FREGUESIAS DE CANIÇADA E SOENGAS,CANIÇADA
Vieira do Minho,SOENGAS,UNIÃO DAS FREGUESIAS DE CANIÇADA E SOENGAS,Nenhuma,UNIÃO DAS FREGUESIAS DE CANIÇADA E SOENGAS,CANIÇADA
Vieira do Minho,CAMPOS,UNIÃO DAS FREGUESIAS DE RUIVÃES E CAMPOS,Nenhuma,UNIÃO DAS FREGUESIAS DE RUIVÃES E CAMPOS,RUIVÃES
Vieira do Minho,RUIVÃES,UNIÃO DAS FREGUESIAS DE RUIVÃES E CAMPOS,Nenhuma,UNIÃO DAS FREGUESIAS DE RUIVÃES E CAMPOS,RUIVÃES
Vieira do Minho,COVA,UNIÃO DAS FREGUESIAS DE VENTOSA E COVA,Nenhuma,UNIÃO DAS FREGUESIAS DE VENTOSA E COVA,VENTOSA
Vieira do Minho,VENTOSA,UNIÃO DAS FREGUESIAS DE VENTOSA E COVA,Nenhuma,UNIÃO DAS FREGUESIAS DE VENTOSA E COVA,VENTOSA
Vieira do Minho,,,Nenhuma,CANTELÃES,CANTELÃES
Vieira do Minho,,,Nenhuma,EIRA VEDRA,EIRA VEDRA
Vieira do Minho,,,Nenhuma,GUILHOFREI,GUILHOFREI
Vieira do Minho,,,Nenhuma,LOUREDO,LOUREDO
Vieira do Minho,,,Nenhuma,MOSTEIRO,MOSTEIRO
Vieira do Minho,,,Nenhuma,PARADA DO BOURO,PARADA DO BOURO
Vieira do Minho,,,Nenhuma,PINHEIRO,PINHEIRO
Vieira do Minho,,,Nenhuma,ROSSAS,ROSSAS
Vieira do Minho,,,Nenhuma,SALAMONDE,SALAMONDE
Vieira do Minho,,,Nenhuma,TABUAÇAS,TABUAÇAS
Vieira do Minho,,,Nenhuma,VIEIRA DO MINHO,VIEIRA DO MINHO
