municipio,antiga,nova,territorio,total,sede
Almeida,CABREIRA,"UNIÃO DAS FREGUESIAS DE AMOREIRA, PARADA E CABREIRA",Nenhuma,"UNIÃO DAS FREGUESIAS DE AMOREIRA, PARADA E CABREIRA",AMOREIRA
Almeida,PARADA,"UNIÃO DAS FREGUESIAS DE AMOREIRA, PARADA E CABREIRA",Nenhuma,"UNIÃO DAS FREGUESIAS DE AMOREIRA, PARADA E CABREIRA",AMOREIRA
Almeida,AZINHAL,"UNIÃO DAS FREGUESIAS DE AZINHAL, PEVA E VALE VERDE",Nenhuma,"UNIÃO DAS FREGUESIAS DE AZINHAL, PEVA E VALE VERDE",PEVA
Almeida,PEVA,"UNIÃO DAS FREGUESIAS DE AZINHAL, PEVA E VALE VERDE",Nenhuma,"UNIÃO DAS FREGUESIAS DE AZINHAL, PEVA E VALE VERDE",PEVA
Almeida,VALE VERDE,"UNIÃO DAS FREGUESIAS DE AZINHAL, PEVA E VALE VERDE",Nenhuma,"UNIÃO DAS FREGUESIAS DE AZINHAL, PEVA E VALE VERDE",PEVA
Almeida,ADE,"UNIÃO DAS FREGUESIAS DE CASTELO MENDO, ADE, MONTEPEROBOLSO E MESQUITELA",Nenhuma,"UNIÃO DAS FREGUESIAS DE CASTELO MENDO, ADE, MONTEPEROBOLSO E MESQUITELA",MONTEPEROBOLSO
Almeida,CASTELO MENDO,"UNIÃO DAS FREGUESIAS DE CASTELO MENDO, ADE, MONTEPEROBOLSO E MESQUITELA",Nenhuma,"UNIÃO DAS FREGUESIAS DE CASTELO MENDO, ADE, MONTEPEROBOLSO E MESQUITELA",MONTEPEROBOLSO
Almeida,MESQUITELA,"UNIÃO DAS FREGUESIAS DE CASTELO MENDO, ADE, MONTEPEROBOLSO E MESQUITELA",Nenhuma,"UNIÃO DAS FREGUESIAS DE CASTELO MENDO, ADE, MONTEPEROBOLSO E MESQUITELA",MONTEPEROBOLSO
Almeida,MONTE PEROBOLÇO,"UNIÃO DAS FREGUESIAS DE CASTELO MENDO, ADE, MONTEPEROBOLSO E MESQUITELA",Nenhuma,"UNIÃO DAS FREGUESIAS DE CASTELO MENDO, ADE, MONTEPEROBOLSO E MESQUITELA",MONTEPEROBOLSO
Almeida,JUNÇA,UNIÃO DAS FREGUESIAS DE JUNÇA E NAVES,Nenhuma,UNIÃO DAS FREGUESIAS DE JUNÇA E NAVES,JUNÇA
Almeida,NAVES,UNIÃO DAS FREGUESIAS DE JUNÇA E NAVES,Nenhuma,UNIÃO DAS FREGUESIAS DE JUNÇA E NAVES,JUNÇA
Almeida,ALDEIA NOVA,"UNIÃO DAS FREGUESIAS DE LEOMIL, MIDO, SENOURAS E ALDEIA NOVA",Nenhuma,"UNIÃO DAS FREGUESIAS DE LEOMIL, MIDO, SENOURAS E ALDEIA NOVA",MIDO
Almeida,LEOMIL,"UNIÃO DAS FREGUESIAS DE LEOMIL, MIDO, SENOURAS E ALDEIA NOVA",Nenhuma,"UNIÃO DAS FREGUESIAS DE LEOMIL, MIDO, SENOURAS E ALDEIA NOVA",MIDO
Almeida,MIDO,"UNIÃO DAS FREGUESIAS DE LEOMIL, MIDO, SENOURAS E ALDEIA NOVA",Nenhuma,"UNIÃO DAS FREGUESIAS DE LEOMIL, MIDO, SENOURAS E ALDEIA NOVA",MIDO
Almeida,SENOURAS,"UNIÃO DAS FREGUESIAS DE LEOMIL, MIDO, SENOURAS E ALDEIA NOVA",Nenhuma,"UNIÃO DAS FREGUESIAS DE LEOMIL, MIDO, SENOURAS E ALDEIA NOVA",MIDO
Almeida,MALPARTIDA,UNIÃO DAS FREGUESIAS DE MALPARTIDA E VALE DE COELHA,Nenhuma,UNIÃO DAS FREGUESIAS DE MALPARTIDA E VALE DE COELHA,MALPARTIDA
Almeida,VALE DE COELHA,UNIÃO DAS FREGUESIAS DE MALPARTIDA E VALE DE COELHA,Nenhuma,UNIÃO DAS FREGUESIAS DE MALPARTIDA E VALE DE COELHA,MALPARTIDA
Almeida,MIUZELA,UNIÃO DAS FREGUESIAS DE MIUZELA E PORTO DE OVELHA,Nenhuma,UNIÃO DAS FREGUESIAS DE MIUZELA E PORTO DE OVELHA,MIUZELA
Almeida,PORTO DE OVELHA,UNIÃO DAS FREGUESIAS DE MIUZELA E PORTO DE OVELHA,Nenhuma,UNIÃO DAS FREGUESIAS DE MIUZELA E PORTO DE OVELHA,MIUZELA
Almeida,,,Nenhuma,ALMEIDA,ALMEIDA
Almeida,,,Nenhuma,CASTELO BOM,CASTELO BOM
Almeida,,,Nenhuma,FREINEDA,FREINEDA
Almeida,,,Nenhuma,FREIXO,FREIXO
Almeida,,,Nenhuma,MALHADA SORDA,MALHADA SORDA
Almeida,,,Nenhuma,NAVE DE HAVER,NAVE DE HAVER
Almeida,,,Nenhuma,SÃO PEDRO DE RIO SECO,SÃO PEDRO DE RIO SECO
Almeida,,,Nenhuma,VALE DA MULA,VALE DA MULA
Almeida,,,Nenhuma,VILAR FORMOSO,VILAR FORMOSO
Almeirim,,,Nenhuma,ALMEIRIM,ALMEIRIM
Almeirim,,,Nenhuma,BENFICA DO RIBATEJO,BENFICA DO RIBATEJO
Almeirim,,,Nenhuma,FAZENDAS DE ALMEIRIM,FAZENDAS DE ALMEIRIM
Almeirim,,,Nenhuma,RAPOSA,RAPOSA
Almodôvar,ALMODÔVAR,UNIÃO DAS FREGUESIAS DE ALMODÔVAR E GRAÇA DOS PADRÕES,Nenhuma,UNIÃO DAS FREGUESIAS DE ALMODÔVAR E GRAÇA DOS PADRÕES,ALMODÔVAR
Almodôvar,SENHORA DA GRAÇA DE PADRÕES,UNIÃO DAS FREGUESIAS DE ALMODÔVAR E GRAÇA DOS PADRÕES,Nenhuma,UNIÃO DAS FREGUESIAS DE ALMODÔVAR E GRAÇA DOS PADRÕES,ALMODÔVAR
Almodôvar,GOMES AIRES,UNIÃO DAS FREGUESIAS DE SANTA CLARA-A-NOVA E GOMES AIRES,Nenhuma,UNIÃO DAS FREGUESIAS DE SANTA CLARA-A-NOVA E GOMES AIRES,SANTA CLARA-A-NOVA
Almodôvar,SANTA CLARA-A-NOVA,UNIÃO DAS FREGUESIAS DE SANTA CLARA-A-NOVA E GOMES AIRES,Nenhuma,UNIÃO DAS FREGUESIAS DE SANTA CLARA-A-NOVA E GOMES AIRES,SANTA CLARA-A-NOVA
Almodôvar,,,Nenhuma,ALDEIA DOS FERNANDES,ALDEIA DOS FERNANDES
Almodôvar,,,Nenhuma,ROSÁRIO,ROSÁRIO
Almodôvar,,,Nenhuma,SANTA CRUZ,SANTA CRUZ
Almodôvar,,,Nenhuma,SÃO BARNABÉ,SÃO BARNABÉ
Alpiarça,,,Nenhuma,ALPIARÇA,ALPIARÇA
Alter do Chão,,,Nenhuma,ALTER DO CHÃO,ALTER DO CHÃO
Alter do Chão,,,Nenhuma,CHANCELARIA,CHANCELARIA
Alter do Chão,,,Nenhuma,CUNHEIRA,CUNHEIRA
Alter do Chão,,,Nenhuma,SEDA,SEDA
Alvaiázere,ALVAIÁZERE,ALVAIÁZERE,Nenhuma,ALVAIÁZERE,ALVAIÁZERE
Alvaiázere,MAÇÃS DE CAMINHO,ALVAIÁZERE,Nenhuma,ALVAIÁZERE,ALVAIÁZERE
Alvaiázere,PUSSOS,PUSSOS SÃO PEDRO,Nenhuma,PUSSOS SÃO PEDRO,CABAÇOS
Alvaiázere,REGO DA MURTA,PUSSOS SÃO PEDRO,Nenhuma,PUSSOS SÃO PEDRO,CABAÇOS
Alvaiázere,,,Nenhuma,ALMOSTER,ALMOSTER
Alvaiázere,,,Nenhuma,MAÇÃS DE DONA MARIA,MAÇÃS DE DONA MARIA
Alvaiázere,,,Nenhuma,PELMÁ,PELMÁ
Alvito,,,Nenhuma,ALVITO,ALVITO
Alvito,,,Nenhuma,VILA NOVA DA BARONIA,VILA NOVA DA BARONIA
Amadora,,,ALFRAGIDE,ALFRAGIDE,"RUA DE MIGUEL TORGA, 2"
Amadora,,,ENCOSTA DO SOL,ENCOSTA DO SOL,RUA DE LUIZ VAZ DE CAMÕES
Amadora,,,FALAGUEIRA - VENDA NOVA,FALAGUEIRA - VENDA NOVA,"PRAÇA DE JOSÉ CARDOSO PIRES, 1 E 2"
Amadora,,,MINA DE ÁGUA,MINA DE ÁGUA,"PRACETA DO MOINHO DA BOBA, 10-C"
Amadora,,,VENTEIRA,VENTEIRA,"RUA DO 1.º DE MAIO, 39-A"
Amadora,,,ÁGUAS LIVRES,ÁGUAS LIVRES,"ESTRADA MILITAR, 82"
Amarante,ABOADELA,"UNIÃO DAS FREGUESIAS DE ABOADELA, SANCHE E VÁRZEA",Nenhuma,"UNIÃO DAS FREGUESIAS DE ABOADELA, SANCHE E VÁRZEA",ABOADELA
Amarante,SANCHE,"UNIÃO DAS FREGUESIAS DE ABOADELA, SANCHE E VÁRZEA",Nenhuma,"UNIÃO DAS FREGUESIAS DE ABOADELA, SANCHE E VÁRZEA",ABOADELA
Amarante,VÁRZEA,"UNIÃO DAS FREGUESIAS DE ABOADELA, SANCHE E VÁRZEA",Nenhuma,"UNIÃO DAS FREGUESIAS DE ABOADELA, SANCHE E VÁRZEA",ABOADELA
Amarante,AMARANTE (SÃO GONÇALO),"UNIÃO DAS FREGUESIAS DE AMARANTE (SÃO GONÇALO), MADALENA, CEPELOS E GATÃO",Nenhuma,"UNIÃO DAS FREGUESIAS DE AMARANTE (SÃO GONÇALO), MADALENA, CEPELOS E GATÃO",AMARANTE (SÃO GONÇALO)
Amarante,CEPELOS,"UNIÃO DAS FREGUESIAS DE AMARANTE (SÃO GONÇALO), MADALENA, CEPELOS E GATÃO",Nenhuma,"UNIÃO DAS FREGUESIAS DE AMARANTE (SÃO GONÇALO), MADALENA, CEPELOS E GATÃO",AMARANTE (SÃO GONÇALO)
Amarante,GATÃO,"UNIÃO DAS FREGUESIAS DE AMARANTE (SÃO GONÇALO), MADALENA, CEPELOS E GATÃO",Nenhuma,"UNIÃO DAS FREGUESIAS DE AMARANTE (SÃO GONÇALO), MADALENA, CEPELOS E GATÃO",AMARANTE (SÃO GONÇALO)
Amarante,MADALENA,"UNIÃO DAS FREGUESIAS DE AMARANTE (SÃO GONÇALO), MADALENA, CEPELOS E GATÃO",Nenhuma,"UNIÃO DAS FREGUESIAS DE AMARANTE (SÃO GONÇALO), MADALENA, CEPELOS E GATÃO",AMARANTE (SÃO GONÇALO)
Amarante,BUSTELO,"UNIÃO DAS FREGUESIAS DE BUSTELO, CARNEIRO E CARVALHO DE REI",Nenhuma,"UNIÃO DAS FREGUESIAS DE BUSTELO, CARNEIRO E CARVALHO DE REI",BUSTELO
Amarante,CARNEIRO,"UNIÃO DAS FREGUESIAS DE BUSTELO, CARNEIRO E CARVALHO DE REI",Nenhuma,"UNIÃO DAS FREGUESIAS DE BUSTELO, CARNEIRO E CARVALHO DE REI",BUSTELO
Amarante,CARVALHO DE REI,"UNIÃO DAS FREGUESIAS DE BUSTELO, CARNEIRO E CARVALHO DE REI",Nenhuma,"UNIÃO DAS FREGUESIAS DE BUSTELO, CARNEIRO E CARVALHO DE REI",BUSTELO
Amarante,FIGUEIRÓ (SANTA CRISTINA),UNIÃO DAS FREGUESIAS DE FIGUEIRÓ (SANTIAGO E SANTA CRISTINA),Nenhuma,UNIÃO DAS FREGUESIAS DE FIGUEIRÓ (SANTIAGO E SANTA CRISTINA),FIGUEIRÓ (SANTIAGO)
Amarante,FIGUEIRÓ (SANTIAGO),UNIÃO DAS FREGUESIAS DE FIGUEIRÓ (SANTIAGO E SANTA CRISTINA),Nenhuma,UNIÃO DAS FREGUESIAS DE FIGUEIRÓ (SANTIAGO E SANTA CRISTINA),FIGUEIRÓ (SANTIAGO)
Amarante,FREIXO DE BAIXO,UNIÃO DAS FREGUESIAS DE FREIXO DE CIMA E DE BAIXO,Nenhuma,UNIÃO DAS FREGUESIAS DE FREIXO DE CIMA E DE BAIXO,FREIXO DE CIMA
Amarante,FREIXO DE CIMA,UNIÃO DAS FREGUESIAS DE FREIXO DE CIMA E DE BAIXO,Nenhuma,UNIÃO DAS FREGUESIAS DE FREIXO DE CIMA E DE BAIXO,FREIXO DE CIMA
Amarante,CANADELO,UNIÃO DAS FREGUESIAS DE OLO E CANADELO,Nenhuma,UNIÃO DAS FREGUESIAS DE OLO E CANADELO,OLO
Amarante,OLO,UNIÃO DAS FREGUESIAS DE OLO E CANADELO,Nenhuma,UNIÃO DAS FREGUESIAS DE OLO E CANADELO,OLO
Amarante,ATAÍDE,"UNIÃO DAS FREGUESIAS DE REAL, ATAÍDE E OLIVEIRA",Nenhuma,"UNIÃO DAS FREGUESIAS DE REAL, ATAÍDE E OLIVEIRA",REAL
Amarante,OLIVEIRA,"UNIÃO DAS FREGUESIAS DE REAL, ATAÍDE E OLIVEIRA",Nenhuma,"UNIÃO DAS FREGUESIAS DE REAL, ATAÍDE E OLIVEIRA",REAL
Amarante,REAL,"UNIÃO DAS FREGUESIAS DE REAL, ATAÍDE E OLIVEIRA",Nenhuma,"UNIÃO DAS FREGUESIAS DE REAL, ATAÍDE E OLIVEIRA",REAL
Amarante,ABOIM,"UNIÃO DAS FREGUESIAS DE VILA GARCIA, ABOIM E CHAPA",Nenhuma,"UNIÃO DAS FREGUESIAS DE VILA GARCIA, ABOIM E CHAPA",VILA GARCIA
Amarante,CHAPA,"UNIÃO DAS FREGUESIAS DE VILA GARCIA, ABOIM E CHAPA",Nenhuma,"UNIÃO DAS FREGUESIAS DE VILA GARCIA, ABOIM E CHAPA",VILA GARCIA
Amarante,VILA GARCIA,"UNIÃO DAS FREGUESIAS DE VILA GARCIA, ABOIM E CHAPA",Nenhuma,"UNIÃO DAS FREGUESIAS DE VILA GARCIA, ABOIM E CHAPA",VILA GARCIA
Amarante,,,Nenhuma,ANSIÃES,ANSIÃES
Amarante,,,Nenhuma,CANDEMIL,CANDEMIL
Amarante,,,Nenhuma,FREGIM,FREGIM
Amarante,,,Nenhuma,FRIDÃO,FRIDÃO
Amarante,,,Nenhuma,GONDAR,GONDAR
Amarante,,,Nenhuma,GOUVEIA (SÃO SIMÃO),GOUVEIA (SÃO SIMÃO)
Amarante,,,Nenhuma,JAZENTE,JAZENTE
Amarante,,,Nenhuma,LOMBA,LOMBA
Amarante,,,Nenhuma,LOUREDO,LOUREDO
Amarante,,,Nenhuma,LUFREI,LUFREI
Amarante,,,Nenhuma,MANCELOS,MANCELOS
Amarante,,,Nenhuma,PADRONELO,PADRONELO
Amarante,,,Nenhuma,REBORDELO,REBORDELO
Amarante,,,Nenhuma,SALVADOR DO MONTE,SALVADOR DO MONTE
Amarante,,,Nenhuma,TELÕES,TELÕES
Amarante,,,Nenhuma,TRAVANCA,TRAVANCA
Amarante,,,Nenhuma,VILA CAIZ,VILA CAIZ
Amarante,,,Nenhuma,VILA CHÃ DO MARÃO,VILA CHÃ DO MARÃO
Amares,AMARES,UNIÃO DAS FREGUESIAS DE AMARES E FIGUEIREDO,Nenhuma,UNIÃO DAS FREGUESIAS DE AMARES E FIGUEIREDO,AMARES
Amares,FIGUEIREDO,UNIÃO DAS FREGUESIAS DE AMARES E FIGUEIREDO,Nenhuma,UNIÃO DAS FREGUESIAS DE AMARES E FIGUEIREDO,AMARES
Amares,CALDELAS,"UNIÃO DAS FREGUESIAS DE CALDELAS, SEQUEIROS E PARANHOS",Nenhuma,"UNIÃO DAS FREGUESIAS DE CALDELAS, SEQUEIROS E PARANHOS",CALDELAS
Amares,PARANHOS,"UNIÃO DAS FREGUESIAS DE CALDELAS, SEQUEIROS E PARANHOS",Nenhuma,"UNIÃO DAS FREGUESIAS DE CALDELAS, SEQUEIROS E PARANHOS",CALDELAS
Amares,SEQUEIROS,"UNIÃO DAS FREGUESIAS DE CALDELAS, SEQUEIROS E PARANHOS",Nenhuma,"UNIÃO DAS FREGUESIAS DE CALDELAS, SEQUEIROS E PARANHOS",CALDELAS
Amares,BESTEIROS,"UNIÃO DAS FREGUESIAS DE FERREIROS, PROZELO E BESTEIROS",Nenhuma,"UNIÃO DAS FREGUESIAS DE FERREIROS, PROZELO E BESTEIROS",FERREIROS
Amares,FERREIROS,"UNIÃO DAS FREGUESIAS DE FERREIROS, PROZELO E BESTEIROS",Nenhuma,"UNIÃO DAS FREGUESIAS DE FERREIROS, PROZELO E BESTEIROS",FERREIROS
Amares,PROZELO,"UNIÃO DAS FREGUESIAS DE FERREIROS, PROZELO E BESTEIROS",Nenhuma,"UNIÃO DAS FREGUESIAS DE FERREIROS, PROZELO E BESTEIROS",FERREIROS
Amares,PORTELA,UNIÃO DAS FREGUESIAS DE TORRE E PORTELA,Nenhuma,UNIÃO DAS FREGUESIAS DE TORRE E PORTELA,TORRE
Amares,TORRE,UNIÃO DAS FREGUESIAS DE TORRE E PORTELA,Nenhuma,UNIÃO DAS FREGUESIAS DE TORRE E PORTELA,TORRE
Amares,PAREDES SECAS,"UNIÃO DAS FREGUESIAS DE VILELA, SERAMIL E PAREDES SECAS",Nenhuma,"UNIÃO DAS FREGUESIAS DE VILELA, SERAMIL E PAREDES SECAS",VILELA
Amares,SERAMIL,"UNIÃO DAS FREGUESIAS DE VILELA, SERAMIL E PAREDES SECAS",Nenhuma,"UNIÃO DAS FREGUESIAS DE VILELA, SERAMIL E PAREDES SECAS",VILELA
Amares,VILELA,"UNIÃO DAS FREGUESIAS DE VILELA, SERAMIL E PAREDES SECAS",Nenhuma,"UNIÃO DAS FREGUESIAS DE VILELA, SERAMIL E PAREDES SECAS",VILELA
Amares,,,Nenhuma,BARREIROS,BARREIROS
Amares,,,Nenhuma,BICO,BICO
Amares,,,Nenhuma,BOURO (SANTA MARIA),BOURO (SANTA MARIA)
Amares,,,Nenhuma,BOURO (SANTA MARTA),BOURO (SANTA MARTA)
Amares,,,Nenhuma,CAIRES,CAIRES
Amares,,,Nenhuma,CARRAZEDO,CARRAZEDO
Amares,,,Nenhuma,DORNELAS,DORNELAS
Amares,,,Nenhuma,FISCAL,FISCAL
Amares,,,Nenhuma,GOÃES,GOÃES
Amares,,,Nenhuma,LAGO,LAGO
Amares,,,Nenhuma,RENDUFE,RENDUFE
Anadia,AMOREIRA DA GÂNDARA,"UNIÃO DAS FREGUESIAS DE AMOREIRA DA GÂNDARA, PAREDES DO BAIRRO E ANCAS",Nenhuma,"UNIÃO DAS FREGUESIAS DE AMOREIRA DA GÂNDARA, PAREDES DO BAIRRO E ANCAS",PAREDES DO BAIRRO
Anadia,ANCAS,"UNIÃO DAS FREGUESIAS DE AMOREIRA DA GÂNDARA, PAREDES DO BAIRRO E ANCAS",Nenhuma,"UNIÃO DAS FREGUESIAS DE AMOREIRA DA GÂNDARA, PAREDES DO BAIRRO E ANCAS",PAREDES DO BAIRRO
Anadia,PAREDES DO BAIRRO,"UNIÃO DAS FREGUESIAS DE AMOREIRA DA GÂNDARA, PAREDES DO BAIRRO E ANCAS",Nenhuma,"UNIÃO DAS FREGUESIAS DE AMOREIRA DA GÂNDARA, PAREDES DO BAIRRO E ANCAS",PAREDES DO BAIRRO
Anadia,ARCOS,UNIÃO DAS FREGUESIAS DE ARCOS E MOGOFORES,Nenhuma,UNIÃO DAS FREGUESIAS DE ARCOS E MOGOFORES,ARCOS
Anadia,MOGOFORES,UNIÃO DAS FREGUESIAS DE ARCOS E MOGOFORES,Nenhuma,UNIÃO DAS FREGUESIAS DE ARCOS E MOGOFORES,ARCOS
Anadia,AGUIM,"UNIÃO DAS FREGUESIAS DE TAMENGOS, AGUIM E ÓIS DO BAIRRO",Nenhuma,"UNIÃO DAS FREGUESIAS DE TAMENGOS, AGUIM E ÓIS DO BAIRRO",TAMENGOS
Anadia,TAMENGOS,"UNIÃO DAS FREGUESIAS DE TAMENGOS, AGUIM E ÓIS DO BAIRRO",Nenhuma,"UNIÃO DAS FREGUESIAS DE TAMENGOS, AGUIM E ÓIS DO BAIRRO",TAMENGOS
Anadia,ÓIS DO BAIRRO,"UNIÃO DAS FREGUESIAS DE TAMENGOS, AGUIM E ÓIS DO BAIRRO",Nenhuma,"UNIÃO DAS FREGUESIAS DE TAMENGOS, AGUIM E ÓIS DO BAIRRO",TAMENGOS
Anadia,,,Nenhuma,AVELÃS DE CAMINHO,AVELÃS DE CAMINHO
Anadia,,,Nenhuma,AVELÃS DE CIMA,AVELÃS DE CIMA
Anadia,,,Nenhuma,MOITA,MOITA
Anadia,,,Nenhuma,SANGALHOS,SANGALHOS
Anadia,,,Nenhuma,SÃO LOURENÇO DO BAIRRO,SÃO LOURENÇO DO BAIRRO
Anadia,,,Nenhuma,VILA NOVA DE MONSARROS,VILA NOVA DE MONSARROS
Anadia,,,Nenhuma,VILARINHO DO BAIRRO,VILARINHO DO BAIRRO
Ansião,ANSIÃO,ANSIÃO,Nenhuma,ANSIÃO,ANSIÃO
Ansião,LAGARTEIRA,ANSIÃO,Nenhuma,ANSIÃO,ANSIÃO
Ansião,TORRE DE VALE DE TODOS,ANSIÃO,Nenhuma,ANSIÃO,ANSIÃO
Ansião,,,Nenhuma,ALVORGE,ALVORGE
Ansião,,,Nenhuma,AVELAR,AVELAR
Ansião,,,Nenhuma,CHÃO DE COUCE,CHÃO DE COUCE
Ansião,,,Nenhuma,POUSAFLORES,POUSAFLORES
Ansião,,,Nenhuma,SANTIAGO DA GUARDA,SANTIAGO DA GUARDA
Arcos de Valdevez,ALVORA,UNIÃO DAS FREGUESIAS DE ALVORA E LOUREDA,Nenhuma,UNIÃO DAS FREGUESIAS DE ALVORA E LOUREDA,ALVORA
Arcos de Valdevez,LOUREDA,UNIÃO DAS FREGUESIAS DE ALVORA E LOUREDA,Nenhuma,UNIÃO DAS FREGUESIAS DE ALVORA E LOUREDA,ALVORA
Arcos de Valdevez,ARCOS DE VALDEVEZ (SÃO PAIO),UNIÃO DAS FREGUESIAS DE ARCOS DE VALDEVEZ (SÃO PAIO) E GIELA,Nenhuma,UNIÃO DAS FREGUESIAS DE ARCOS DE VALDEVEZ (SÃO PAIO) E GIELA,ARCOS DE VALDEVEZ (SÃO PAIO)
Arcos de Valdevez,GIELA,UNIÃO DAS FREGUESIAS DE ARCOS DE VALDEVEZ (SÃO PAIO) E GIELA,Nenhuma,UNIÃO DAS FREGUESIAS DE ARCOS DE VALDEVEZ (SÃO PAIO) E GIELA,ARCOS DE VALDEVEZ (SÃO PAIO)
Arcos de Valdevez,ARCOS DE VALDEVEZ (SÃO SALVADOR),"UNIÃO DAS FREGUESIAS DE ARCOS DE VALDEVEZ (SÃO SALVADOR), VILA FONCHE E PARADA",Nenhuma,"UNIÃO DAS FREGUESIAS DE ARCOS DE VALDEVEZ (SÃO SALVADOR), VILA FONCHE E PARADA",ARCOS DE VALDEVEZ (SÃO SALVADOR)
Arcos de Valdevez,PARADA,"UNIÃO DAS FREGUESIAS DE ARCOS DE VALDEVEZ (SÃO SALVADOR), VILA FONCHE E PARADA",Nenhuma,"UNIÃO DAS FREGUESIAS DE ARCOS DE VALDEVEZ (SÃO SALVADOR), VILA FONCHE E PARADA",ARCOS DE VALDEVEZ (SÃO SALVADOR)
Arcos de Valdevez,VILA FONCHE,"UNIÃO DAS FREGUESIAS DE ARCOS DE VALDEVEZ (SÃO SALVADOR), VILA FONCHE E PARADA",Nenhuma,"UNIÃO DAS FREGUESIAS DE ARCOS DE VALDEVEZ (SÃO SALVADOR), VILA FONCHE E PARADA",ARCOS DE VALDEVEZ (SÃO SALVADOR)
Arcos de Valdevez,EIRAS,UNIÃO DAS FREGUESIAS DE EIRAS E MEI,Nenhuma,UNIÃO DAS FREGUESIAS DE EIRAS E MEI,EIRAS
Arcos de Valdevez,MEI,UNIÃO DAS FREGUESIAS DE EIRAS E MEI,Nenhuma,UNIÃO DAS FREGUESIAS DE EIRAS E MEI,EIRAS
Arcos de Valdevez,CARRALCOVA,UNIÃO DAS FREGUESIAS DE GRADE E CARRALCOVA,Nenhuma,UNIÃO DAS FREGUESIAS DE GRADE E CARRALCOVA,GRADE
Arcos de Valdevez,GRADE,UNIÃO DAS FREGUESIAS DE GRADE E CARRALCOVA,Nenhuma,UNIÃO DAS FREGUESIAS DE GRADE E CARRALCOVA,GRADE
Arcos de Valdevez,GUILHADESES,UNIÃO DAS FREGUESIAS DE GUILHADESES E SANTAR,Nenhuma,UNIÃO DAS FREGUESIAS DE GUILHADESES E SANTAR,GUILHADESES
Arcos de Valdevez,SANTAR,UNIÃO DAS FREGUESIAS DE GUILHADESES E SANTAR,Nenhuma,UNIÃO DAS FREGUESIAS DE GUILHADESES E SANTAR,GUILHADESES
Arcos de Valdevez,JOLDA (MADALENA),UNIÃO DAS FREGUESIAS DE JOLDA (MADALENA) E RIO CABRÃO,Nenhuma,UNIÃO DAS FREGUESIAS DE JOLDA (MADALENA) E RIO CABRÃO,JOLDA (MADALENA)
Arcos de Valdevez,RIO CABRÃO,UNIÃO DAS FREGUESIAS DE JOLDA (MADALENA) E RIO CABRÃO,Nenhuma,UNIÃO DAS FREGUESIAS DE JOLDA (MADALENA) E RIO CABRÃO,JOLDA (MADALENA)
Arcos de Valdevez,PADREIRO (SALVADOR),UNIÃO DAS FREGUESIAS DE PADREIRO (SALVADOR E SANTA CRISTINA),Nenhuma,UNIÃO DAS FREGUESIAS DE PADREIRO (SALVADOR E SANTA CRISTINA),PADREIRO (SALVADOR)
Arcos de Valdevez,PADREIRO (SANTA CRISTINA),UNIÃO DAS FREGUESIAS DE PADREIRO (SALVADOR E SANTA CRISTINA),Nenhuma,UNIÃO DAS FREGUESIAS DE PADREIRO (SALVADOR E SANTA CRISTINA),PADREIRO (SALVADOR)
Arcos de Valdevez,EXTREMO,UNIÃO DAS FREGUESIAS DE PORTELA E EXTREMO,Nenhuma,UNIÃO DAS FREGUESIAS DE PORTELA E EXTREMO,PORTELA
Arcos de Valdevez,PORTELA,UNIÃO DAS FREGUESIAS DE PORTELA E EXTREMO,Nenhuma,UNIÃO DAS FREGUESIAS DE PORTELA E EXTREMO,PORTELA
Arcos de Valdevez,SOUTO,UNIÃO DAS FREGUESIAS DE SOUTO E TABAÇÔ,Nenhuma,UNIÃO DAS FREGUESIAS DE SOUTO E TABAÇÔ,SOUTO
Arcos de Valdevez,TABAÇÔ,UNIÃO DAS FREGUESIAS DE SOUTO E TABAÇÔ,Nenhuma,UNIÃO DAS FREGUESIAS DE SOUTO E TABAÇÔ,SOUTO
Arcos de Valdevez,ERMELO,UNIÃO DAS FREGUESIAS DE SÃO JORGE E ERMELO,Nenhuma,UNIÃO DAS FREGUESIAS DE SÃO JORGE E ERMELO,SÃO JORGE
Arcos de Valdevez,SÃO JORGE,UNIÃO DAS FREGUESIAS DE SÃO JORGE E ERMELO,Nenhuma,UNIÃO DAS FREGUESIAS DE SÃO JORGE E ERMELO,SÃO JORGE
Arcos de Valdevez,TÁVORA (SANTA MARIA),UNIÃO DAS FREGUESIAS DE TÁVORA (SANTA MARIA E SÃO VICENTE),Nenhuma,UNIÃO DAS FREGUESIAS DE TÁVORA (SANTA MARIA E SÃO VICENTE),TÁVORA (SANTA MARIA)
Arcos de Valdevez,TÁVORA (SÃO VICENTE),UNIÃO DAS FREGUESIAS DE TÁVORA (SANTA MARIA E SÃO VICENTE),Nenhuma,UNIÃO DAS FREGUESIAS DE TÁVORA (SANTA MARIA E SÃO VICENTE),TÁVORA (SANTA MARIA)
Arcos de Valdevez,SÁ,"UNIÃO DAS FREGUESIAS DE VILELA, SÃO COSME E SÃO DAMIÃO E SÁ",Nenhuma,"UNIÃO DAS FREGUESIAS DE VILELA, SÃO COSME E SÃO DAMIÃO E SÁ",SÃO COSME E SÃO DAMIÃO
